id,source,title,text,metadata
agro_Project_Abstract_SVE_Project_Abstract_GACI_Belal_2020_SVE.txt,AgroEcology-Abstracts,Project_Abstract_GACI_Belal_2020_SVE,Epidemiological surveillance is a crucial issue for food security health safety and environmental protection Perennial arboreal crops such as apple and pear are notably sensitive to phytopathologies in particular apple scab and fire blight Therefore these issues are heightened in orchards where the substantial use of phytopharmaceutical inputs the frequent exposure of operators and the vicinity with residents are sources of raising concerns or even conflicts In this context Hyperspectral imaging HIS especially in proximal sensing proves to be a relevant solution to describe and discriminate complex physiological phenomena involved in the diagnosis of phytopathologies However HIS is in practice difficult to implement for largescale surveillance purposes Indeed numerous operating limits regarding instrumentation costs and more importantly regarding the measurements kinetic make HIS unpractical for industrial use In order to sort these constraints most of farm applications proceed by degrading the spectral resolution and then process simpler multispectral images MSI This strategy although very functional in field lacks of the spectral richness necessary to characterise phytopathologies Nouri 2018 Al Saddik 2019 Albetis 2019 Mahlein et al 2018 The purpose of this thesis is to propose a strategy aiming at characterising insitu the sanitary status of orchards at a local scale This strategy is an alternative to MSI approaches consisting in estimating HIS from data acquired with more frugal sensors A new solution consisting in paring imagers and spectrometers proved to be an efficient solution for issues such as highthroughput infield phenotyping AirStrip project Ryckewaert 2019 httpwwwthesesfrs191946 Driven from the conclusion of this work it is proposed to determine a robust method to reconstruct and analyse pseudoHSI from AirStriptype instrumentations It is inteded to exploit the whole richness of spectral data jointly with structural information contained in images This work is also the occasion to determine the essential properties of reconstructed images for the problem of pathology detection,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_GACI_Belal_2020_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_KOUASSI_BekantyChimene_2021_SVE.txt,AgroEcology-Abstracts,Project_Abstract_KOUASSI_BekantyChimene_2021_SVE,Digital tools have been developing in agriculture for several years Some authors see it as a way to support its Agroecological Transition However the compatibility between some digital tools and agro ecological approaches is still debated On the other hand in France cooperatives represent an important part of the agricultural and agrifood activity At the national level75 of farmers 90 in Occitanie depend on a cooperative making these structures key players in the digital transition They are characterized by a great diversity of sizes and structures despite a trend towards concentrationThe central question of this thesis is the following which models of agriculture do agricultural cooperatives promote through their digital choices lt can be divided into two subquestions 1 What factors influence the choice of digital tools in agricultural cooperatives size sector governance Particular focus will be paid to the latter factor 2 What models of agriculture do these choices promote agroecological agricultural Intensification precision agriculture labels HVE AB From a theoretical point of view several fields will be mobilized theories of innovation governance theories Thus the question of the representation of cooperatives actors of the digital transition intermediaries between the upstream and downstream sectors will be raised as well as the three dimensions of cooperatives governance From a methodological point of view two important regional sectors will be targeted wine and fruit and vegetables The characterization of production systems and agricultural practices will be based on the agronomy and agroecology work of the UMR ABSys Agrosystemes biodiversifies,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_KOUASSI_BekantyChimene_2021_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_BOUZAOUIA_Sherif_2021_SVE.txt,AgroEcology-Abstracts,Project_Abstract_BOUZAOUIA_Sherif_2021_SVE,In a fastchanging global environment the ability to produce plant material adapted to diverse changing and sometimes extreme agronomic conditions is an absolute priority In particular agriculture must consider possible ways of adapting and managing water resources to maintain sustainable agricultural production To do this one of the levers identified is the creation of new varieties that are more tolerant to abiotic stresses While genotyping capacities have exploded in recent years identifying the mechanisms involved through phenotyping remains very complex Thus the ability to produce relevant phenotyping information remains the limiting factor for the progress of varietal selection However instrumental optics and in particular measurement systems based on visible and nearinfrared spectrometry have demonstrated in recent years that they offer undeniable potential for addressing these demands But while some gene expression parameters are now accessible there are other crucial parameters that are not yet directly measurable In particular the measurement of some characteristics of the plants response to water stress The aim of this thesis will be to study implement and evaluate a new and original optical approach that combines polarized light spectroscopy and the Mueller matrix This technique which is precise and more targeted will make it possible to better decrypt the spectra in order to extract and select the main traits and indicators that characterize the varieties and their resistance to hydric stress This method will be tested on different varieties of grape varieties subjected to different types of hydric stress with measurements taken at the leaf level to avoid the first level of spectral disturbance linked to the plant cover,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_BOUZAOUIA_Sherif_2021_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_ZHANG_Yulin_2021_SVE.txt,AgroEcology-Abstracts,Project_Abstract_ZHANG_Yulin_2021_SVE,The Total Transpirable Soil Water TTSW is crucial for wine producers as it significantly influences vineyard management decisions such as canopy control and irrigation planning In the context of climate change accurately evaluating TTSW is increasingly vital especially in the Mediterranean regions to assess vineyard resilience However direct measurement of TTSW poses logistical challenges and there has been a notable lack of lowcost estimation methods suitable for commercial vineyards This PhD dissertation explores the estimation of TTSW for grapevines using an Inverse Modeling IM approach leveraging vine shoot growth data collected via the farmsourcing mobile application ApeXVigne The research addresses two primary questions 1 How can a TTSW retrieval method based on farmsourced data be developed and 2 How accurate is this method The dissertation is structured as follows Chapter 1 identifies a promising inversion pathway linking TTSW to a vine shoot growth index Chapter 2 develops a transfer function to implement this pathway Chapter 3 adapts and tests an inverse model to retrieve TTSW in a Mediterranean vineyard assessing its accuracy at a local scale Chapter 4 evaluates the proposed TTSW estimation method using a farmsourced dataset from a Southern French wine appellation assessing the results coherence on a regional scale This research provides a comprehensive overview of IM applications in agriculture offering a practical guide for selecting inversion methods It introduces a novel transfer function that predicts temporally autocorrelated variables while accounting for prediction uncertainty demonstrating a combination of predictive and inverse modeling techniques The study proposes a costeffective vineshootgrowthbased method for estimating TTSW in commercial vineyards highlighting the importance of factors such as plant density Despite the need for substantial data preprocessing the findings illustrate the potential of farmsourced data in regional TTSW retrieval notably their capability of revealing largescale TTSW variation Future research should aim to develop a more adaptable TTSW retrieval method that is less dependent on specific climatic conditions Efforts should focus on generalizing the transfer function and incorporating additional sources of variability Special consideration should be given to the unique challenges in viticulture for TTSW estimation particularly regarding the influence of plant density on vine shoot growth To maximize the potential of farmsourced data strategies to guide data collectors to provide more complete information and to refine their data collection practices are necessary Formalizing cooperation among data collectors researchers and other viticultural stakeholders will be crucial in improving sampling strategies for regionalscale data generation,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_ZHANG_Yulin_2021_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_SEROUART_Mario_2021_SVE.txt,AgroEcology-Abstracts,Project_Abstract_SEROUART_Mario_2021_SVE,"Optimizing maize crop structure is an important strategy to improve yield. Characterizing the morphological plasticity of maize plants as a response to intra-specific competition is necessary to identify the optimal combination between canopy architecture (crop density and structure) that maximizes crop productivity. In that context, crop architectural and physiological characteristics can be assessed through high-throughput optical observations acquired from plant phenotyping platforms. However, understanding maize morphological plasticity requires the use of 3D plant models, that can integrate architectural parameters derived from optical observations, and can describe canopy light regime. This project is structured around two main goals: - To evaluate the consequences of sowing patterns (row width, plant density, orientation) on light interception by the crop and to understand their influence on yield formation. - To improve the use of sensors (high throughput phenotyping, drones, satellites) in order to obtain a detailed crop architectural description To achieve both goals this PhD will study the architectural plasticity and the light interception and light use efficiency of a range of maize cultivars, in response to intra-specific competition. These indicators will be related to crop performance. The project addresses 4 objectives: - Accessing structural crop parameters through optical data obtained in maize plots at early stages. Several techniques will be used to reconstruct 3D descriptions in order to characterize plant and crop architecture - Estimating canopy light regime (light quantity and quality) using realistic 3D architectural models and ray-tracing algorithms. - Analyzing and describing plant response (organogenesis, LAI and biomass growth, yield components) using architectural and functional plant modelling. - Characterizing genotypic plasticity associated to intra-specific competition analyzing the dynamics of canopy light regime and plant architecture.","{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_SEROUART_Mario_2021_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_COTIL_Adrien_2021_SVE.txt,AgroEcology-Abstracts,Project_Abstract_COTIL_Adrien_2021_SVE,"Animal production is one of the agricultural sectors with a heterogeneous operational deployment of ICTs. Ruminant breeding is a good example of this contrast with sectors such as dairy cattle, which are well supplied, and sectors with a more modest level of commercial digital equipment, such as suckling sheep. While there is no lack of sensors and associated tools, it is more a question of the relevance and reliability of the information that is derived from them, thanks to sufficiently precise and predictive algorithms that still need to be developed. The use of these new sensors creates the need for new methodologies, such as the modeling of social interactions from spatio-temporal data including advanced statistical inferences, to produce more accurate predictive information in real time. We propose to work on an interdisciplinary approach, using mathematical modeling, inferential statistics and the study of social behaviors. The aim of the thesis is to adapt these approaches to ruminant (cattle and sheep) movement data, in order to identify breaks in the social structure of a group of farm animals that could be early indicators of individual pathologies. For this purpose, the PhD student will set up new non-parametric statistical estimators for a new model of diffusion process interactions (based on existing models) that will allow the production of specific algorithms for clustering and/or detection of disruptions.","{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_COTIL_Adrien_2021_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_DURAND_Maeva_2020_SVE.txt,AgroEcology-Abstracts,Project_Abstract_DURAND_Maeva_2020_SVE,"Evaluating sows’ behaviour allows the early detection of health or welfare problems and the quantification of their physical activity, which is major factor affecting their energy requirement. In practice, the continuous observation of each animal by the breeder is impossible and only intermittent observations are performed, often only once a day. New technologies have been developed like the accelerometers measuring the activity of each animal and its behaviour as well as software analysing animals’ vocalizations. Video analysis also offers the possibility to study social interactions between animals. Feeding and drinking behaviours may also be collected by feed and water dispensers. These behavioural data coupled with production data (feed intake, body weight and backfat thickness) should allow real-time estimation of the welfare of each animal, estimated through different criteria, and anticipate the occurrence of health problems in a non-invasive manner. The innovative issue is to describe the behavioural models using timed automata. The learning of timed automata is a rather new area of research. Their interest lies in time representation, the efficiency of exploration (using model-checking techniques) and the explainability of the models for predictive and monitoring tasks. The objectives of this thesis are therefore, in a first step, (i) to collect behavioural and production data in different situations (non-stressful vs. stressful), (ii) to learn and model the behaviours with timed automata describing gestating sows and the relationships between them in different situations (iii) to set up alerts and actions system to improve welfare, and (iv) to test in the experimental farm the capacity of this system to improve welfare and health.","{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_DURAND_Maeva_2020_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_TRESSON_Paul_2018_SVE.txt,AgroEcology-Abstracts,Project_Abstract_TRESSON_Paul_2018_SVE,In the context of sustainable development in agriculture it is crucial to define integrated pest management methods Among these pest regulation by natural enemies represents a promising way However to date there is no method i to identify with certitude the generalist predators that are involved in the biocontrol of pests and ii to quantify the effect of this biocontrol on the population dynamics of the pests ie the effectiveness of biocontrol in the field These knowledges are crucial for the development and the transfer of effective agroecological management practicesWe propose the use of in natura mesocosms coupled with a nonperturbing video measurement method of interaction networks to quantify regulation and predation These mesocosms will correspond to existing banana production situations in Martinique the study area of the GECO unit and will cover a large range of plant biodiversity planned or not In each of these mesocosms the population dynamics of the banana weevil Cosmopolites sordidus will be followed by capturemarkrecapture method in order to determine the magnitude of the regulation by the natural enemies that occurs In each selected situation we will establish a control corresponding to a plot where natural enemies are excluded The video method will allow to know the identity of the predators involved in the regulations and to quantify the links of trophic and nontrophic interactions existing in the animal community frequency duration and type of interactions To this end methods of automated digital image analysis will be developed eg automatic recognition of a pest count of individuals including machine learning and in particular convolutional neural network methods that are developed by the ICAR team LIRMM unit These methods should revolutionize our understanding of the functioning of agrosystems and because of their genericity can be applied to the study of most cultivated systems,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_TRESSON_Paul_2018_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_LACLEF_Ellen_2019_SVE.txt,AgroEcology-Abstracts,Project_Abstract_LACLEF_Ellen_2019_SVE,The management of hormonefree reproduction in small dairy ruminant farming is a lever to be mobilized to respond to the challenges of agroecology and the evolution of societal demands The AlphaD automated heat detector system remains to this day the only operational tool in sheep farms that allows artificial insemination without the use of hormonal synchronization The introduction of such new tools implies change processes for the farms concerned These changes may include biotechnical processes at the herd level andor surface management level The objective of this thesis is double On the one hand it is a question of characterizing the processes by which conventional and organic farmers integrate the AlphaD device into their system and the implementation methods taking into account changes in associated practices On the other hand the work aims to assess the sustainability of a diversity of systems conventional and organic that no longer use hormone treatments in their reproductive management The comparison the simulation results with the actors will make it possible to validate the most appropriate scenarios for implementing hormonefree reproduction according to the sectors and breeding systems tested within the Rayon of Roquefort area,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_LACLEF_Ellen_2019_SVE.txt""}"
agro_Project_Abstract_SVE_Project_Abstract_RAIHAUTI_Teiki_2023_SVE.txt,AgroEcology-Abstracts,Project_Abstract_RAIHAUTI_Teiki_2023_SVE,The emergence of modeling platforms has led to a considerable increase in the use of crop models in research and their applications for production system management or scenario analysis The Crop2ML model transformation system enables model components to be developed in compliance with FAIR principles A current limitation of Crop2ML is the absence of semantics to search for components and facilitate their composition in operational modeling solutions The PhD project aims to overcome this limitation The objectives concern the interoperability of modeling tools and links with the information systems that collect the data The aim is to modularize models at process level to enable better integration at different scales facilitate links with data and enable feedback between data and models,"{""subfolder"": ""Project_Abstract_SVE"", ""filename"": ""Project_Abstract_RAIHAUTI_Teiki_2023_SVE.txt""}"
